score,s_venue,s_code,s_business,s_method,s_gap,venue,arxiv_id,published,domains,title,journal_ref,strong_hits,url
28.9,0,4,0.0,18.0,2.5,,2608.01652,2026-08-03,10-MAS,SyncPlan: Long-Horizon LLM Coordination with Explicit Synchronization and Adaptive Correction,,,https://arxiv.org/abs/2608.01652
28.8,0,0,15.2,6.0,0.0,,2609.11190,2026-09-10,00-电商Agent,Agentic Share-of-Search: A Multi-Agent AI System for Competitive Decision-Making in LLM-Mediated E-Commerce,,e-commerce|ecommerce|merchandis|seller|shopping,https://arxiv.org/abs/2609.11190
28.8,0,0,1.2,18.0,2.5,,2609.04511,2026-09-03,08-知识图谱,LentEx: Generalizable Latent Entity Extraction via Synthetic Data and Instruction-Tuned LLMs,"2025 International Joint Conference on Neural Networks (IJCNN), pp. 1-8, 2025",,https://arxiv.org/abs/2609.04511
28.8,0,0,0.0,20,2.5,,2608.25048,2026-08-25,12-ML基础,Tabular Foundation Models for Multi-View Information Cascade Popularity Prediction,,,https://arxiv.org/abs/2608.25048
28.7,0,0,4.7,12.0,5.0,,2609.03522,2026-09-03,05-推荐系统,EPIC: Explicit Posterior Item Conditioning for Semantic ID Diffusion Recommendation,,catalog,https://arxiv.org/abs/2609.03522
28.7,0,11,0.0,9.0,2.5,,2608.24145,2026-08-25,09-DataAgent-LLM,TrustDABench: Benchmarking Reliability and Robustness of LLMs for Structured Data Analysis,,,https://arxiv.org/abs/2608.24145
28.7,0,0,10.5,9.0,5.0,,2607.28956,2026-07-31,00-电商Agent,MerchantBench: Benchmarking LLM Agents for Long-Term Coherence in E-Commerce Operations,,e-commerce|pricing|seller,https://arxiv.org/abs/2607.28956
28.7,0,0,3.5,20,2.5,,2607.11354,2026-07-13,05-推荐系统,User Preference Induction with LLMs for Offline Top-N Recommendation Evaluation,,recommender,https://arxiv.org/abs/2607.11354
28.5,0,0,1.2,18.0,2.5,,2609.00427,2026-08-31,09-DataAgent-LLM,SpecMind: Enabling Spectrum Intelligence via Multi-Agent Hybrid Retrieval-Augmented Generation,,,https://arxiv.org/abs/2609.00427
28.4,0,0,11.0,6.0,5.0,,2608.26295,2026-08-26,16-智能体工程,MemToC: Benchmarking Memory-Tool Conflict Resolution in Large Language Models,,retention|return,https://arxiv.org/abs/2608.26295
28.4,0,11,0.0,9.0,2.5,,2608.20518,2026-08-20,10-MAS,FL-MAESTRO: Multi-Agent LLM Orchestration for Resource-Constrained Federated Learning,,,https://arxiv.org/abs/2608.20518
28.3,0,0,7.0,15.0,2.5,,2607.24232,2026-07-27,13-广告分析,Strategy-Aware Parameter-Efficient Adaptation for LLM-based Auto-Bidding,,advertis|bidding,https://arxiv.org/abs/2607.24232
28.2,0,0,12.9,6.0,2.5,,2609.00986,2026-09-01,02-A_B实验|05-推荐系统,TGR: Advancing Industrial Recommendation from Generative-Paradigm Ranking toward Unified Generation and Reasoning,,advertis|conversion|recommender,https://arxiv.org/abs/2609.00986
28.2,0,0,16.4,6.0,0.0,,2608.18322,2026-08-18,02-A_B实验|05-推荐系统,Multimedia Asset Personalization via Multimodal Embeddings at Netflix,,a/b test|catalog|promotion|recommender,https://arxiv.org/abs/2608.18322
28.2,0,0,14.0,9.0,0.0,,2608.12831,2026-08-13,02-A_B实验,Fast A/B/n Testing: Exact Multi-Policy Comparison via Tree-Coupled Feedback Sharing,,a/b test|bandit|pricing|ranking system,https://arxiv.org/abs/2608.12831
28.2,0,0,0.0,18.0,5.0,,2608.12720,2026-08-13,16-智能体工程,ERSkill: Evolving for Skill-Guided Adaptive Memory Retrieval,,,https://arxiv.org/abs/2608.12720
28.1,0,4,0.0,12.0,5.0,,2609.05571,2026-09-04,16-智能体工程,Grounded Skill Synthesis from Code at Scale for Agentic Intelligence,,,https://arxiv.org/abs/2609.05571
28.1,0,11,0.0,9.0,2.5,,2608.16033,2026-08-17,09-DataAgent-LLM,$R^3$-Bench: LLMs Struggle with Resource-Rational Reasoning under Shared Budgets,,,https://arxiv.org/abs/2608.16033
28.1,0,0,5.9,18.0,0.0,,2607.29177,2026-07-31,03-时间序列,MBDiff: Multi-view Behavior-aware Diffusion Model for Probabilistic Utility Data Imputation,,demand forecasting,https://arxiv.org/abs/2607.29177
28.1,18,0,0.0,6.0,2.5,ICML,2606.31474,2026-06-30,12-ML基础,TabPATE: Differentially Private Tabular In-Context Learning Without Public Data,,,https://arxiv.org/abs/2606.31474
28.1,0,0,18.0,9.0,0.0,,2607.16230,2026-06-24,03-时间序列,RouteCost: A Production-Inspired Multi-Stage Framework for Pre-Order Shipping Cost Estimation in E-Commerce,,conversion|demand forecasting|e-commerce|pricing|shipping,https://arxiv.org/abs/2607.16230
27.9,0,0,0.0,18.0,2.5,,2609.08318,2026-09-08,16-智能体工程,AttnCompress: Dynamic Attention-Guided Trajectory Compression for Software Engineering Agents,,,https://arxiv.org/abs/2609.08318
27.9,18,0,1.2,1.0,5.0,KDD,2607.26072,2026-07-13,16-智能体工程,IFCMemoryBench: Evaluating Long-Term Memory of LLM-Based Agents in BIM Information Retrieval,,,https://arxiv.org/abs/2607.26072
27.7,0,0,7.0,15.0,0.0,,2608.16872,2026-08-17,02-A_B实验,Impression Share Prediction: An Offline Evaluation Task for Ranking Systems,,a/b test|ranking system,https://arxiv.org/abs/2608.16872
27.7,0,0,10.5,12.0,0.0,,2608.13461,2026-08-13,01-因果推断,Doubly Robust Estimation of Causal Effect on CVR with Targeted Regularization,,advertis|conversion|e-commerce,https://arxiv.org/abs/2608.13461
27.7,0,0,10.5,12.0,0.0,,2608.11604,2026-08-12,00-电商Agent,Learning from Online User Feedback for Shopping Agents,,e-commerce|shopping|user feedback,https://arxiv.org/abs/2608.11604
27.6,0,11,3.5,3.0,2.5,,2609.10962,2026-09-10,16-智能体工程,"What a Random Draw from the MCP Registry Contains, and What Tool-Use Benchmarks Contain Instead",,advertis,https://arxiv.org/abs/2609.10962
27.5,0,15,5.2,1.0,5.0,,2606.28601,2026-06-26,09-DataAgent-LLM,Database Context Compression for Text-to-SQL on Real-World Large Databases,,,https://arxiv.org/abs/2606.28601
27.4,0,0,1.2,20,0.0,,2608.23536,2026-08-24,11-AI人文,Adapter-Based Few-Shot Continual Learning for Malicious Packet Recognition,,,https://arxiv.org/abs/2608.23536
27.4,0,0,1.2,15.0,5.0,,2608.23067,2026-08-24,16-智能体工程,Signal or Noise? A Benchmark Study of Agent Skills in Web Development,,,https://arxiv.org/abs/2608.23067
27.4,0,0,1.2,20,0.0,,2608.22688,2026-08-24,08-知识图谱,FashionKG-RAG: Knowledge Graph-Enhanced Retrieval-Augmented Generation for Fashion Question Answering,,,https://arxiv.org/abs/2608.22688
27.4,0,11,0.0,6.0,5.0,,2608.15008,2026-08-15,16-智能体工程,Harness the Memory: A Holistic Evaluation of Memory Substrates in Memory Agents,,,https://arxiv.org/abs/2608.15008
27.4,0,0,4.7,15.0,2.5,,2608.12184,2026-08-12,05-推荐系统,Making Collaborative Signals Count: Graph-Aware Large Language Models for Sequential Recommendation,,recommender,https://arxiv.org/abs/2608.12184
27.4,0,15,1.2,6.0,0.0,,2608.11889,2026-08-12,09-DataAgent-LLM,DexterSQL: Deep Schema Exploration and Rule-based Correction for Text-to-SQL Generation,,,https://arxiv.org/abs/2608.11889
27.4,0,0,11.7,12.0,2.5,,2606.26690,2026-06-25,01-因果推断|13-广告分析,"Attributed, But Not Incremental: Cannibalization-Corrected Attribution for Large-Scale Advertising",,advertis|budget allocation|conversion,https://arxiv.org/abs/2606.26690
27.3,0,15,4.0,3.0,0.0,,2608.13793,2026-08-13,12-ML基础,On the Brittleness of Maximum Likelihood Estimation for Gaussian Process Hyperparameter Optimization,,,https://arxiv.org/abs/2608.13793
27.3,0,0,4.7,18.0,0.0,,2608.04504,2026-08-05,13-广告分析,GeoReward: Mitigating Contextual Variable Overestimation in Vision-Language Models for Cross-Market Preference Prediction,,advertis,https://arxiv.org/abs/2608.04504
27.3,0,0,0.0,18.0,5.0,,2608.00962,2026-08-02,16-智能体工程,PMMC: Prospective Multimodal Memory Compilation for Long-Term LVLM Agents,,,https://arxiv.org/abs/2608.00962
27.2,0,11,0.0,6.0,5.0,,2608.11775,2026-08-12,16-智能体工程,The Sleeping Agent: What Gist-Based Context Compression Loses and Why,,,https://arxiv.org/abs/2608.11775
27.2,0,0,0.0,20,2.5,,2608.05832,2026-08-06,10-MAS,Enhancing Social Intelligence in LLMs with Hierarchical Reasoning and Utterance-Level Goal Rewarding,,,https://arxiv.org/abs/2608.05832
27.2,0,0,0.0,18.0,5.0,,2607.29459,2026-07-31,03-时间序列,TFGformer: Multivariate Time Series Forecasting via Time-Frequency Graph Learning and Covariate Fusion,,,https://arxiv.org/abs/2607.29459
27.0,0,15,4.7,0.0,2.5,,2608.07213,2026-08-07,09-DataAgent-LLM,From Test-Time Scaling to Reusable Memory: Measuring Crystallization in Text-to-SQL,,retention,https://arxiv.org/abs/2608.07213
27.0,0,15,1.2,3.0,5.0,,2607.12341,2026-07-14,09-DataAgent-LLM,Policy-Conditioned Constrained Decoding for Column-Level Access Control in Text-to-SQL,,,https://arxiv.org/abs/2607.12341
26.9,0,11,0.0,6.0,2.5,,2609.08183,2026-09-08,16-智能体工程,NeoHorse-1: Towards Recursive Self-Improvement via Agentic Post-Training with Routing Harness,,,https://arxiv.org/abs/2609.08183
26.9,0,0,3.5,15.0,2.5,,2608.21012,2026-08-21,02-A_B实验|05-推荐系统,From a Static Multi-Level Small Semantic Codebook to a Dynamic Single-Level Large Semantic Codebook for Generative Recommendation,,a/b test,https://arxiv.org/abs/2608.21012
26.9,0,0,7.0,12.0,2.5,,2608.15172,2026-08-15,00-电商Agent,Do You Have My Size In Stock? Assortment and Inventory Optimization Under the Consider-Fit-Then-Choose Choice Model,,assortment|inventory,https://arxiv.org/abs/2608.15172
26.9,0,0,1.2,18.0,2.5,,2608.12129,2026-08-12,08-知识图谱,SAG: SQL-Retrieval Augmented Generation with Query-Time Dynamic Hyperedges,,,https://arxiv.org/abs/2608.12129
26.9,0,0,14.0,9.0,0.0,,2607.25233,2026-07-28,13-广告分析,Beyond Single-Episode Optimization: Sliding-Window Aware Generative Auto-Bidding for Long-Term Advertising Effectiveness,,a/b test|advertis|bidding|retention|return,https://arxiv.org/abs/2607.25233
26.8,0,11,0.0,12.0,0.0,,2607.23678,2026-07-26,10-MAS,Focus Is All You Need: Adaptive Goal-aware Attention Orchestration for Multi-Agent Graph Systems,,,https://arxiv.org/abs/2607.23678
26.7,0,11,0.0,6.0,2.5,,2609.06366,2026-09-06,10-MAS,AutoKD: Autonomous Knowledge Discovery,,,https://arxiv.org/abs/2609.06366
26.7,0,11,3.5,3.0,2.5,,2609.00065,2026-08-30,16-智能体工程,Scientific Agent Skills: A Library of Procedural Knowledge for Research Agents,,return,https://arxiv.org/abs/2609.00065
26.6,0,0,7.0,12.0,0.0,,2609.11052,2026-09-10,02-A_B实验,UniRec: Cross-stage Multi-Task Fusion with Preference Alignment for Cascaded Recommender Systems,,a/b test|recommender,https://arxiv.org/abs/2609.11052
26.6,0,15,1.2,3.0,2.5,,2608.08793,2026-08-09,16-智能体工程,Evidence-Calibrated Runtime Reconstruction for Agent Skills Across Heterogeneous Coding Agents,,,https://arxiv.org/abs/2608.08793
26.5,0,4,1.2,12.0,2.5,,2609.00604,2026-09-01,08-知识图谱,NeuroGraph: An AI Graph-Driven Neuro-Symbolic Framework for Explainable Threat Reasoning in Advanced Manufacturing,,,https://arxiv.org/abs/2609.00604
26.5,0,0,0.0,15.0,5.0,,2608.27439,2026-08-27,16-智能体工程,RedEvoAgent: Automatic Red-Teaming Agent with Experience-Driven Skill Evolution,,,https://arxiv.org/abs/2608.27439
26.5,0,0,8.2,10.0,2.5,,2608.18300,2026-08-18,02-A_B实验,The Lifecycle of LLM-as-a-Judge for Large-Scale Recommendation Explanations,,a/b test|catalog,https://arxiv.org/abs/2608.18300
26.4,0,11,0.0,6.0,2.5,,2609.02750,2026-09-02,10-MAS,Bilevel Coordinated Reflection: A Game-Theoretic Approach to Multi-Agent LLM Systems,,,https://arxiv.org/abs/2609.02750
26.4,0,0,0.0,15.0,5.0,,2608.28704,2026-08-27,16-智能体工程,"ORDDAR: Observation-Driven Reasoning for Distortion-Resilient Decision, Action, and Cognitive Recovery",,,https://arxiv.org/abs/2608.28704
26.4,0,15,0.0,3.0,2.5,,2608.21156,2026-08-21,16-智能体工程,Graph Engineering in the Era of LLM Agents: From Individual Intelligence to System Intelligence,,,https://arxiv.org/abs/2608.21156
26.3,0,0,1.2,15.0,2.5,,2609.11569,2026-09-10,08-知识图谱,Enabling Knowledge Graph Understanding at Scale with the EXplore Your Graphs ENgine (EXYGEN),,,https://arxiv.org/abs/2609.11569
26.3,0,0,10.5,9.0,2.5,,2608.00816,2026-08-01,05-推荐系统,Exponential Reward Weighting for Fine-Tuning Generative Recommenders under Sparse and Noisy Feedback,,catalog|recommendation system|recommender,https://arxiv.org/abs/2608.00816
26.0,0,0,7.0,9.0,5.0,,2608.09282,2026-08-10,00-电商Agent,ComboShoppingBench: Evaluating LLM Agents for Budget-Constrained Basket Shopping with Coupons,,coupon|shopping,https://arxiv.org/abs/2608.09282
26.0,0,0,1.2,20,0.0,,2608.07994,2026-08-08,08-知识图谱|09-DataAgent-LLM,"VDGR-RAG: Vectors, Directories, Graphs, and Reflection Are All You Need for Unified Reasoning over Hierarchical Enterprise Knowledge",,,https://arxiv.org/abs/2608.07994
25.8,0,0,10.5,9.0,2.5,,2607.23434,2026-07-26,04-供应链,Two-Timescale Hierarchical Reinforcement Learning for Resilient Operations,,inventory|pricing|replenishment,https://arxiv.org/abs/2607.23434
25.8,0,4,3.5,12.0,5.0,,2606.28553,2026-06-26,03-时间序列,Improving Coherence in Hierarchical Time Series Forecasting using Structured Temporal Fusion,,supply chain,https://arxiv.org/abs/2606.28553
25.7,0,0,5.9,12.0,2.5,,2608.13926,2026-08-14,09-DataAgent-LLM,Never the Number: Structural Abstention for AI Systems Whose Answers Are Consumed as Fact,,return,https://arxiv.org/abs/2608.13926
25.7,0,0,7.0,15.0,2.5,,2606.27863,2026-06-26,03-时间序列,GNBAN: Graph Neural Basis Attention Networks for Long-Horizon Forecasting over Large Entity Sets,,catalog|demand forecasting,https://arxiv.org/abs/2606.27863
25.6,0,0,1.2,15.0,2.5,,2609.02216,2026-09-02,08-知识图谱,PEARL: Path-Entity Aligned Relational Learning with Contextual Subgraphs for Inductive Knowledge Graph Completion,,,https://arxiv.org/abs/2609.02216
25.6,0,11,1.2,6.0,5.0,,2608.12365,2026-07-10,16-智能体工程,FluctlightDB: A Memory Model of Data for AI Agents,,,https://arxiv.org/abs/2608.12365
25.5,0,4,0.0,12.0,2.5,,2609.04010,2026-09-03,16-智能体工程,Unlocking Lossless Speedups in LLMs via Discrete Diffusion,,,https://arxiv.org/abs/2609.04010
25.5,0,0,5.9,12.0,2.5,,2608.10229,2026-08-10,15-营销投放分析,Estimating Media Mix Models with Demand-Marketing Interactions: A Constrained Genetic Algorithm Approach,,budget allocation,https://arxiv.org/abs/2608.10229
25.5,18,0,0.0,3.0,0.0,ECCV,2608.03711,2026-08-04,11-AI人文,Attention is Case-Sensitive,,,https://arxiv.org/abs/2608.03711
25.5,0,0,11.0,6.0,5.0,,2607.20694,2026-07-22,13-广告分析,Attribution Markets: A Fisher-Market Formulation for Fractional Credit Assignment Between Planned Tasks and Performed Actions,,discount|seller,https://arxiv.org/abs/2607.20694
25.5,0,0,10.5,12.0,0.0,,2607.16354,2026-07-17,03-时间序列,A Predict-then-Correct Loop Based on Few-Shot Continuous Contextual Bandit for Demand Forecasting,,bandit|demand forecasting|inventory,https://arxiv.org/abs/2607.16354
25.3,0,0,7.0,9.0,2.5,,2609.01240,2026-09-01,02-A_B实验,From Language to Behavior: Scaling Sequence Transformers for Industrial Recommendation Ranking with Rec-Native Designs,,a/b test|advertis,https://arxiv.org/abs/2609.01240
25.3,0,4,0.0,12.0,2.5,,2608.30092,2026-08-30,16-智能体工程,"Arkios: An Open Bilingual English-Nepali Language Model Trained From Scratch, with a Devanagari-Aware Tokenizer",,,https://arxiv.org/abs/2608.30092
25.2,0,0,11.7,6.0,2.5,,2608.09634,2026-08-10,05-推荐系统|14-用户分析,IntHQ: Task-Interactive Hierarchical Query on Dual-Stream Representations for Generative Recommendation,,conversion|funnel|recommender,https://arxiv.org/abs/2608.09634
25.2,0,0,8.2,12.0,0.0,,2608.09185,2026-08-10,02-A_B实验,SiriusDeliver: Automating Data Warehouse Delivery at Tencent,,a/b test|warehouse,https://arxiv.org/abs/2608.09185
25.2,0,0,7.0,15.0,0.0,,2607.17281,2026-07-19,13-广告分析,AIGB-R1: Self-Evolving Generative Auto-Bidding via Hierarchical Planner-Executor Optimization,,advertis|bidding,https://arxiv.org/abs/2607.17281
25.2,0,0,0.0,20,2.5,,2607.11349,2026-07-13,12-ML基础,Inter-Stop Energy Prediction and Causal Driver Quantification for Dual-Source Trolleybuses via a Time-Aware Tabular Deep Learning Architecture,,,https://arxiv.org/abs/2607.11349
25.2,0,0,4.7,18.0,0.0,,2607.09641,2026-07-10,00-电商Agent,Semantic Pareto-DQN: A Multi-Objective Reinforcement Learning Framework for Financial Anomaly Detection,,e-commerce,https://arxiv.org/abs/2607.09641
25.2,0,0,8.7,15.0,0.0,,2606.29762,2026-06-29,05-推荐系统,Do Recommendation Algorithms Work When Users Are LLM Agents? A Case Study on Moltbook,,recommender,https://arxiv.org/abs/2606.29762
25.1,0,0,0.0,18.0,2.5,,2608.04634,2026-08-05,10-MAS,HELENA:Hierarchical Sparse Coordination over a Union of Complementary Topologies for MAS,,,https://arxiv.org/abs/2608.04634
25.0,0,0,3.5,15.0,0.0,,2608.28273,2026-08-28,03-时间序列,Learning to Transfer Across Modes: Towards Unified Urban Mobility Forecasting,,demand forecasting,https://arxiv.org/abs/2608.28273
25.0,0,0,1.2,15.0,2.5,,2608.25381,2026-08-26,05-推荐系统,MOTIF: Motivation-guided Topology Inference for Cold-start Multimodal Recommendation,,,https://arxiv.org/abs/2608.25381
24.9,0,0,10.5,6.0,2.5,,2608.20844,2026-08-21,00-电商Agent,TRACE: Agentic Catalog Enrichment with Multi-source Evidence Grounding,,catalog|conversion|e-commerce,https://arxiv.org/abs/2608.20844
24.9,0,0,7.0,12.0,0.0,,2608.20831,2026-08-21,07-NLP-VOC,STAR-OPD: Structured Aspect-Cascade-Aware On-Policy Reward Distillation for ABSA Quadruple Extraction,,aspect-based|sentiment,https://arxiv.org/abs/2608.20831
24.9,0,0,3.5,15.0,2.5,,2607.25446,2026-07-28,10-MAS,"Toward an Organizational Science of Multi-Agent LLM Systems: Decoupling Who, How, and Which Algorithm",,bandit,https://arxiv.org/abs/2607.25446
24.9,0,0,10.5,9.0,2.5,,2607.14396,2026-07-15,16-智能体工程|00-电商Agent,CatalogAgent: A Supervisor-mediated Self-Learning System Enabling Context Engineering for GenAI Models,,catalog|e-commerce|seller,https://arxiv.org/abs/2607.14396
24.7,0,0,12.9,6.0,0.0,,2608.18543,2026-08-19,00-电商Agent,Bridging Search and CRM: Productionizing AI Product Research Agents for Customer Re-Engagement,,campaign|catalog|e-commerce,https://arxiv.org/abs/2608.18543
24.6,0,0,0.0,15.0,2.5,,2609.05576,2026-09-04,16-智能体工程,EnvCraft: Synthesizing Executable Environments in Agentic RL for Claw-like Agent,,,https://arxiv.org/abs/2609.05576
24.5,0,0,0.0,12.0,5.0,,2609.10397,2026-09-09,16-智能体工程,Retrofitting Code Using LLMs to Support Exceptional Behavior,,,https://arxiv.org/abs/2609.10397
24.5,0,0,0.0,15.0,2.5,,2609.03493,2026-09-03,16-智能体工程,Making Every Tool Call Count: Necessary Tool-Evidence Path Rewards for Agentic Vision-Language Models,,,https://arxiv.org/abs/2609.03493
24.5,0,0,4.7,15.0,0.0,,2608.06559,2026-08-06,12-ML基础,Bootstrap-Conditioned Action Selection with Tabular Foundation Models,,bandit,https://arxiv.org/abs/2608.06559
24.5,0,15,0.0,6.0,0.0,,2607.21268,2026-07-23,10-MAS,pAI-Econ-claude: A Gated Human-in-the-Loop Multi-Agent Architecture for AI-Assisted Economic Theory Development,,,https://arxiv.org/abs/2607.21268
24.4,0,0,7.0,6.0,5.0,,2608.26895,2026-08-27,05-推荐系统,When Memory Takes Gradients: Collaborative Vector Memory for Agentic Recommender Systems,,catalog|recommender,https://arxiv.org/abs/2608.26895
24.4,0,0,1.2,15.0,2.5,,2608.17536,2026-08-18,08-知识图谱,CoAL-RAG: A Complexity-Aware Legal Retrieval-Augmented Generation Method,,,https://arxiv.org/abs/2608.17536
24.3,0,0,0.0,15.0,2.5,,2608.30938,2026-08-31,10-MAS,"Evidence, Logic, and Compliance: Multi-Agent Structured Graph Reasoning with Expert Arbitration for Medical Referral",,,https://arxiv.org/abs/2608.30938
24.3,0,0,16.4,3.0,2.5,,2607.09608,2026-07-10,13-广告分析|14-用户分析|15-营销投放分析,"Media Measurement and the Assisted Own Goal: Attribution, Marketing-Mix Models, and Individual-Level Incrementality",,advertis|conversion|funnel|marketplace|return|roas,https://arxiv.org/abs/2607.09608
24.2,0,0,9.4,9.0,0.0,,2608.19944,2026-08-20,02-A_B实验,A Privacy Budgeting Framework for Online Experimentation,,bandit|recommendation system,https://arxiv.org/abs/2608.19944
24.2,0,0,7.0,12.0,0.0,,2608.12778,2026-08-13,02-A_B实验,DrEM: Dual-Side Robust Ensemble Ranking from Noisy User Preference Predictions in Video Recommendation,,a/b test|recommendation system,https://arxiv.org/abs/2608.12778
24.2,0,0,7.5,9.0,2.5,,2608.11419,2026-08-11,00-电商Agent,Diffusion-Based Data-Driven Assortment Optimization,,assortment,https://arxiv.org/abs/2608.11419
24.2,0,11,3.6,3.0,2.5,,2607.27816,2026-07-30,10-MAS,Beyond Borrowed Histories: Person-Aligned User Simulation for Interactive Role-Playing Evaluation,,,https://arxiv.org/abs/2607.27816
24.2,0,0,7.0,12.0,2.5,,2607.11684,2026-07-13,00-电商Agent,Diversified Multinomial Logit Contextual Bandits,,assortment|bandit,https://arxiv.org/abs/2607.11684
24.1,0,0,10.5,9.0,0.0,,2608.04625,2026-08-05,00-电商Agent,A/B Agent: A Self-Evolving Agent for Strategy Iteration in Industrial A/B Testing,,a/b test|e-commerce|recommendation system,https://arxiv.org/abs/2608.04625
24.0,0,0,1.2,12.0,5.0,,2608.18489,2026-08-19,08-知识图谱,MissDiag: Diagnostic Evaluation of Incomplete-Knowledge Robustness in KGQA and KG-RAG,,,https://arxiv.org/abs/2608.18489
24.0,0,0,7.0,12.0,0.0,,2608.09440,2026-08-10,02-A_B实验|05-推荐系统,MetaStrategy: Generative Ranking with Executable LLM Strategies,,a/b test|recommender,https://arxiv.org/abs/2608.09440
24.0,0,0,0.0,12.0,7,,2608.09153,2026-08-10,16-智能体工程,TRACE: TRajectory Attribution for Automated Context Engineering,,,https://arxiv.org/abs/2608.09153
23.9,0,0,2.4,15.0,0.0,,2608.27826,2026-08-28,05-推荐系统,Personalized and Multi-View Representation for Federated Cold-Start Recommendation,,,https://arxiv.org/abs/2608.27826
23.9,0,0,0.0,15.0,2.5,,2608.27127,2026-08-27,10-MAS,TransMeme: A Multi-Agent Framework for Cross-Cultural Meme Transcreation,,,https://arxiv.org/abs/2608.27127
23.8,0,11,3.5,0.0,2.5,,2609.01235,2026-09-01,09-DataAgent-LLM,MutMem-V2: Cryptographically Authorized Mutation in Persistent Agent Memory Portable Verification and Reproducible Evidence,,retention,https://arxiv.org/abs/2609.01235
23.8,0,11,0.0,6.0,0.0,,2608.30083,2026-08-30,16-智能体工程,"Zero-Knowledge Predicate Proofs Between AI Agents: A Measured, Cross-Protocol Gateway and the Source-Integrity Gap",,,https://arxiv.org/abs/2608.30083
23.8,0,4,0.0,9.0,5.0,,2608.19625,2026-08-20,16-智能体工程,Scientific Data Skills: Enabling Agent-Ready Scientific Data Services at Scale,,,https://arxiv.org/abs/2608.19625
23.8,0,11,0.0,3.0,5.0,,2608.08055,2026-08-08,09-DataAgent-LLM,SodaMem: Evidence-Grounded Temporal Graph Memory for LLM Agents,,,https://arxiv.org/abs/2608.08055
23.7,0,4,1.2,15.0,2.5,,2606.23997,2026-06-22,09-DataAgent-LLM,ChartWalker: Benchmarking the Cross-Chart RAG Task with Hierarchical Knowledge Graphs,,,https://arxiv.org/abs/2606.23997
23.6,0,11,0.0,6.0,2.5,,2607.28430,2026-07-30,10-MAS,AgentRadio: Passive Awareness for Long-Horizon Multi-Agent Collaboration,,,https://arxiv.org/abs/2607.28430
23.6,0,0,10.5,9.0,2.5,,2606.31984,2026-06-30,05-推荐系统,GR2 Technical Report,,catalog|funnel|recommendation system,https://arxiv.org/abs/2606.31984
23.6,0,0,10.5,9.0,2.5,,2606.31693,2026-06-30,00-电商Agent,ShopX: A Foundation Model for Intent-to-Item Fulfillment in Agentic Shopping,,catalog|fulfillment|shopping,https://arxiv.org/abs/2606.31693
23.3,0,11,0.0,3.0,2.5,,2609.01693,2026-09-01,16-智能体工程,Public-Sharing Labels and Verbatim Field Egress in an MCP-to-A2A Agent Configuration: A Controlled Multi-Model Study,,,https://arxiv.org/abs/2609.01693
23.3,0,4,0.0,9.0,5.0,,2608.14270,2026-08-14,16-智能体工程,TimeSage-EV: A Live Benchmark for Agentic Time Series Analysis in Evolving Environments,,,https://arxiv.org/abs/2608.14270
23.3,0,11,0.0,6.0,2.5,,2607.23809,2026-07-26,16-智能体工程,ACM: Agentic Context Management for Long Horizon Tasks,,,https://arxiv.org/abs/2607.23809
23.2,0,0,7.5,12.0,0.0,,2607.23030,2026-07-25,04-供应链,Online Policy Evaluation for MDPs with Dynamic UBSR Measures,,inventory,https://arxiv.org/abs/2607.23030
23.2,0,0,3.5,15.0,2.5,,2607.07108,2026-07-08,05-推荐系统,Seeing and Reflecting: Multimodal Memory-Enhanced Agent Collaboration for Recommendation,,recommender,https://arxiv.org/abs/2607.07108
23.2,0,0,1.2,18.0,2.5,,2606.30133,2026-06-29,08-知识图谱,Query-Aware Spreading Activation for Multi-Hop Retrieval over Knowledge Graphs,,,https://arxiv.org/abs/2606.30133
23.2,0,0,1.2,18.0,2.5,,2606.30093,2026-06-29,08-知识图谱,Efficient Retrieval-Augmented Generation via Token Co-occurrence Graphs,,,https://arxiv.org/abs/2606.30093
23.2,0,0,7.0,15.0,0.0,,2606.27114,2026-06-25,01-因果推断,Cross-Head Attention Uplift Network with Inverse Propensity Score under Unobserved Confounding,,e-commerce|uplift,https://arxiv.org/abs/2606.27114
23.2,0,0,4.7,18.0,0.0,,2606.18897,2026-06-17,05-推荐系统,SAERec: Constructing Fine-grained Interpretable Intents Priors via Sparse Autoencoders for Recommendation,,recommender,https://arxiv.org/abs/2606.18897
23.1,0,0,7.0,9.0,0.0,,2609.04871,2026-09-04,02-A_B实验,AutoLR: Automating the Path from Research to Launch Review in Industrial Recommender Systems,,a/b test|recommender,https://arxiv.org/abs/2609.04871
23.1,0,0,2.4,9.0,5.0,,2608.29606,2026-08-30,16-智能体工程,Agent Zero Memory: Provenance-Aware Long-Term Memory for LLM Agents,,,https://arxiv.org/abs/2608.29606
23.0,0,0,7.0,9.0,0.0,,2609.03674,2026-09-03,02-A_B实验,LLM4AIGQ: LLM-based AI Guidance Query Generation Framework for Multi Interest Mining,,a/b test|e-commerce,https://arxiv.org/abs/2609.03674
23.0,0,0,0.0,12.0,5.0,,2608.21929,2026-08-22,16-智能体工程,SkillBloat: Token Amplification Attacks via Skill Injection in LLM Coding Agents,,,https://arxiv.org/abs/2608.21929
23.0,0,0,0.0,18.0,0.0,,2608.09580,2026-08-10,05-推荐系统,CoRCi: Cross-Reconstruction of Coherent Interests Modeling in Cross-Domain Sequential Recommendation,,,https://arxiv.org/abs/2608.09580
